iter	Passed	Remaining
233	407	1335
234	410	1335
235	412	1334
236	413	1331
237	415	1328
238	416	1326
239	417	1322
240	420	1322
241	420	1318
242	422	1314
243	422	1310
244	424	1308
245	425	1305
246	426	1301
247	428	1298
248	430	1299
249	431	1294
250	433	1293
251	434	1290
252	436	1288
253	438	1287
254	439	1283
255	440	1279
256	441	1275
257	442	1273
258	443	1268
259	444	1266
260	446	1263
261	449	1265
262	450	1262
263	452	1261
264	453	1258
265	455	1256
266	457	1255
267	458	1253
268	459	1249
269	461	1246
270	463	1246
271	464	1243
272	466	1241
273	467	1239
274	469	1236
275	470	1233
276	472	1232
277	474	1231
278	475	1228
279	476	1226
280	478	1225
281	479	1222
282	482	1223
283	484	1220
284	486	1219
285	487	1217
286	489	1215
287	491	1214
288	492	1210
289	493	1207
290	494	1204
291	495	1201
292	496	1197
293	497	1195
294	499	1192
295	501	1192
296	502	1188
297	503	1185
298	504	1182
299	506	1181
300	508	1180
301	509	1177
302	510	1174
303	511	1171
304	513	1170
305	514	1167
306	516	1165
307	517	1162
308	519	1161
309	521	1159
310	521	1155
311	522	1152
312	524	1151
313	526	1149
314	527	1146
315	528	1144
316	529	1141
317	530	1138
318	532	1137
319	533	1133
320	534	1130
321	536	1128
322	537	1126
323	539	1124
324	540	1122
325	541	1119
326	543	1117
327	544	1116
328	546	1113
329	547	1111
330	549	1110
331	551	1109
332	552	1107
333	554	1105
334	555	1101
335	556	1100
336	558	1099
337	559	1096
338	560	1093
339	561	1089
340	563	1089
341	566	1090
342	569	1091
343	571	1090
344	572	1087
345	573	1084
346	575	1083
347	576	1079
348	577	1077
349	579	1075
350	579	1072
351	580	1069
352	581	1066
353	582	1062
354	583	1059
355	585	1058
356	586	1056
357	587	1053
358	588	1051
359	589	1047
360	590	1044
361	590	1041
362	593	1040
363	593	1037
364	595	1036
365	596	1032
366	598	1031
367	600	1031
368	602	1029
369	602	1026
370	603	1023
371	605	1021
372	606	1019
373	608	1018
374	609	1016
375	611	1014
376	612	1011
377	613	1009
378	615	1008
379	616	1005
380	617	1003
381	618	1000
382	619	997
383	620	995
384	622	993
385	623	991
386	624	989
387	626	988
388	627	986
389	628	983
390	630	981
391	631	979
392	632	977
393	633	974
394	635	973
395	636	971
396	637	969
397	638	966
398	640	965
399	641	962
400	643	960
401	644	959
402	646	957
403	647	955
404	649	954
405	650	951
406	650	948
407	652	947
408	653	944
409	654	942
410	655	939
411	656	937
412	658	935
413	659	934
414	662	934
415	663	931
416	664	929
417	665	927
418	666	923
419	666	920
420	667	918
421	669	916
422	670	915
423	671	912
424	673	910
425	674	908
426	676	907
427	678	907
428	679	904
429	680	902
430	682	900
431	683	898
432	684	896
433	685	893
434	686	891
435	687	888
436	688	886
437	689	884
438	690	882
439	692	881
440	693	878
441	694	876
442	695	875
443	697	873
444	698	871
445	699	868
446	700	866
447	701	864
448	702	862
449	703	860
450	704	858
451	705	855
452	706	852
453	707	850
454	708	848
455	708	845
456	709	842
457	710	840
458	711	838
459	712	836
460	713	834
461	714	832
462	716	831
463	718	829
464	719	827
465	720	825
466	721	823
467	723	821
468	724	819
469	724	817
470	726	815
471	727	813
472	728	811
473	729	809
474	730	807
475	731	805
476	732	803
477	733	801
478	735	799
479	736	797
480	737	795
481	738	793
482	739	791
483	741	790
484	742	788
485	743	786
486	744	784
487	745	782
488	746	780
489	747	778
490	750	777
491	751	775
492	752	774
493	753	772
494	754	770
495	755	768
496	757	766
497	758	764
498	759	762
499	760	760
500	761	758
501	762	756
502	763	754
503	764	752
504	766	751
505	767	749
506	769	747
507	770	746
508	772	744
509	773	742
510	774	741
511	775	739
512	779	739
513	780	737
514	781	735
515	782	734
516	783	732
517	785	730
518	786	728
519	787	726
520	788	724
521	789	722
522	790	720
523	790	718
524	792	716
525	794	715
526	794	713
527	795	711
528	796	709
529	798	707
530	798	705
531	800	703
532	801	701
533	801	699
534	803	697
535	804	696
536	806	694
537	807	693
538	808	691
539	809	689
540	809	687
541	810	684
542	811	683
543	812	681
544	814	679
545	815	677
546	816	676
547	817	674
548	818	672
549	820	670
550	820	668
551	821	666
552	822	665
553	823	663
554	824	661
555	825	659
556	826	657
557	827	655
558	828	653
559	829	652
560	830	649
561	831	648
562	832	646
563	833	644
564	833	642
565	836	641
566	837	639
567	838	637
568	839	635
569	840	633
570	841	632
571	842	630
572	843	628
573	845	627
574	846	625
575	847	623
576	848	621
577	849	619
578	850	618
579	851	616
580	851	614
581	852	612
582	853	610
583	855	609
584	855	606
585	856	605
586	857	603
587	858	601
588	859	599
589	860	598
590	861	596
591	862	594
592	862	592
593	864	590
594	865	588
595	866	587
596	867	585
597	868	584
598	870	582
599	870	580
600	871	578
601	872	576
602	873	575
603	874	573
604	875	571
605	876	569
606	877	568
607	878	566
608	879	564
609	880	562
610	880	560
611	881	558
612	883	557
613	883	555
614	884	553
615	885	551
616	886	550
617	888	549
618	889	547
619	890	545
620	891	544
621	892	542
622	893	540
623	894	539
624	895	537
625	896	535
626	897	533
627	897	531
628	898	529
629	899	528
630	900	526
631	901	524
632	901	522
633	903	521
634	903	519
635	904	517
636	905	516
637	906	514
638	908	513
639	909	511
640	911	510
641	911	508
642	912	506
643	913	504
644	914	503
645	914	501
646	915	499
647	916	498
648	917	496
649	919	494
650	920	493
651	921	491
652	921	489
653	923	488
654	923	486
655	924	484
656	925	482
657	926	481
658	927	480
659	928	478
660	929	476
661	930	475
662	931	473
663	932	472
664	933	470
665	934	468
666	935	467
667	936	465
668	937	463
669	938	462
670	939	460
671	940	458
672	940	457
673	941	455
674	942	453
675	943	452
676	944	450
677	944	448
678	945	447
679	946	445
680	947	443
681	948	442
682	949	440
683	950	438
684	951	437
685	952	435
686	952	434
687	953	432
688	955	431
689	956	429
690	957	428
691	957	426
692	958	424
693	959	423
694	960	421
695	961	419
696	962	418
697	963	416
698	964	415
699	965	413
700	966	412
701	967	410
702	968	409
703	969	407
704	969	405
705	971	404
706	972	402
707	973	401
708	974	399
709	975	398
710	976	396
711	977	395
712	977	393
713	978	392
714	979	390
715	980	388
716	981	387
717	982	385
718	983	384
719	983	382
720	984	380
721	985	379
722	985	377
723	986	376
724	987	374
725	988	372
726	988	371
727	989	369
728	990	368
729	991	366
730	992	365
731	992	363
732	993	362
733	994	360
734	995	358
735	996	357
736	997	355
737	997	354
738	998	352
739	999	351
740	1000	349
741	1001	348
742	1002	346
743	1003	345
744	1003	343
745	1004	342
746	1005	340
747	1006	339
748	1007	337
749	1008	336
750	1008	334
751	1009	332
752	1010	331
753	1010	329
754	1011	328
755	1012	326
756	1013	325
757	1013	323
758	1014	322
759	1015	320
760	1016	319
761	1016	317
762	1017	315
763	1017	314
764	1018	312
765	1019	311
766	1019	309
767	1020	308
768	1021	306
769	1021	305
770	1022	303
771	1023	302
772	1023	300
773	1024	299
774	1024	297
775	1025	296
776	1026	294
777	1026	293
778	1027	291
779	1028	290
780	1028	288
781	1029	287
782	1030	285
783	1031	284
784	1032	282
785	1032	281
786	1033	279
787	1034	278
788	1035	276
789	1035	275
790	1036	273
791	1036	272
792	1037	270
793	1038	269
794	1039	267
795	1039	266
796	1040	265
797	1041	263
798	1041	262
799	1042	260
800	1042	259
801	1043	257
802	1044	256
803	1044	254
804	1045	253
805	1046	251
806	1047	250
807	1047	248
808	1048	247
809	1048	245
810	1049	244
811	1049	243
812	1050	241
813	1051	240
814	1051	238
815	1052	237
816	1053	235
817	1053	234
818	1054	233
819	1054	231
820	1055	230
821	1056	228
822	1056	227
823	1057	225
824	1058	224
825	1058	223
826	1059	221
827	1060	220
828	1061	218
829	1061	217
830	1062	216
831	1063	214
832	1063	213
833	1064	211
834	1065	210
835	1065	209
836	1066	207
837	1066	206
838	1067	204
839	1068	203
840	1068	202
841	1069	200
842	1069	199
843	1070	197
844	1071	196
845	1071	195
846	1072	193
847	1073	192
848	1073	190
849	1074	189
850	1075	188
851	1075	186
852	1076	185
853	1076	184
854	1077	182
855	1077	181
856	1078	179
857	1078	178
858	1079	177
859	1079	175
860	1080	174
861	1081	173
862	1081	171
863	1082	170
864	1082	168
865	1083	167
866	1084	166
867	1084	164
868	1085	163
869	1085	162
870	1086	160
871	1086	159
872	1087	158
873	1087	156
874	1088	155
875	1088	154
876	1089	152
877	1089	151
878	1090	150
879	1090	148
880	1091	147
881	1091	146
882	1092	144
883	1093	143
884	1093	142
885	1094	140
886	1095	139
887	1096	138
888	1096	136
889	1097	135
890	1097	134
891	1098	132
892	1098	131
893	1099	130
894	1099	129
895	1100	127
896	1101	126
897	1101	125
898	1102	123
899	1102	122
900	1103	121
901	1103	119
902	1104	118
903	1104	117
904	1105	116
905	1105	114
906	1106	113
907	1107	112
908	1107	110
909	1108	109
910	1109	108
911	1109	107
912	1110	105
913	1110	104
914	1111	103
915	1111	101
916	1112	100
917	1113	99
918	1113	98
919	1114	96
920	1114	95
921	1115	94
922	1116	93
923	1116	91
924	1117	90
925	1117	89
926	1118	88
927	1118	86
928	1119	85
929	1120	84
930	1120	83
931	1121	81
932	1121	80
933	1122	79
934	1123	78
935	1123	76
936	1124	75
937	1124	74
938	1125	73
939	1125	71
940	1126	70
941	1127	69
942	1128	68
943	1128	66
944	1129	65
945	1129	64
946	1130	63
947	1131	62
948	1131	60
949	1132	59
950	1132	58
951	1133	57
952	1133	55
953	1133	54
954	1134	53
955	1134	52
956	1134	50
957	1135	49
958	1135	48
959	1136	47
960	1136	46
961	1136	44
962	1137	43
963	1137	42
964	1138	41
965	1138	40
966	1139	38
967	1139	37
968	1139	36
969	1140	35
970	1140	34
971	1141	32
972	1141	31
973	1141	30
974	1142	29
975	1142	28
976	1143	26
977	1143	25
978	1143	24
979	1145	23
980	1145	22
981	1145	21
982	1146	19
983	1146	18
984	1147	17
985	1147	16
986	1147	15
987	1148	13
988	1148	12
989	1149	11
990	1149	10
991	1149	9
992	1150	8
993	1150	6
994	1151	5
995	1151	4
996	1151	3
997	1152	2
998	1152	1
999	1153	0
92	1274	8
993	1275	7
994	1275	6
995	1276	5
996	1277	3
997	1277	2
998	1278	1
999	1279	0
	1625	21
987	1626	19
988	1628	18
989	1629	16
990	1630	14
991	1631	13
992	1632	11
993	1633	9
994	1636	8
995	1637	6
996	1639	4
997	1640	3
998	1641	1
999	1642	0
