iter	RMSE
215	0.04464171044
216	0.04453221001
217	0.04440518165
218	0.04427449615
219	0.04420052156
220	0.04410097143
221	0.04400870314
222	0.04391061484
223	0.04388248535
224	0.04383607392
225	0.04373766033
226	0.04360419867
227	0.04351535459
228	0.04343711806
229	0.04333846336
230	0.04329282945
231	0.04318404676
232	0.04310188705
233	0.04306283902
234	0.04296455632
235	0.04284226081
236	0.04276736221
237	0.04264716784
238	0.04259309925
239	0.04252898085
240	0.04246886702
241	0.04233996576
242	0.04223504295
243	0.04214078177
244	0.04206313988
245	0.04199712043
246	0.04189359533
247	0.04183568727
248	0.04180769017
249	0.0417265121
250	0.04165844315
251	0.0415956749
252	0.04150915935
253	0.04147586278
254	0.04134005657
255	0.04125222421
256	0.04111493909
257	0.04101499677
258	0.04094836047
259	0.04086444114
260	0.04076775119
261	0.04067654539
262	0.04058789572
263	0.04052736191
264	0.04037315781
265	0.0402729368
266	0.04018597914
267	0.04012973553
268	0.04010630995
269	0.04007629253
270	0.03998523247
271	0.03991027409
272	0.03978928881
273	0.03973024971
274	0.03969707085
275	0.03959627529
276	0.03947653384
277	0.03935316072
278	0.03930540618
279	0.03922469198
280	0.03919263562
281	0.0391068562
282	0.03899366643
283	0.03889142321
284	0.03879988797
285	0.03877380942
286	0.0387300435
287	0.038669364
288	0.03857689047
289	0.03848354299
290	0.03840660816
291	0.03828612928
292	0.03819731363
293	0.03812371436
294	0.03801952282
295	0.03799028993
296	0.03791528082
297	0.03783513748
298	0.03778859642
299	0.03772847787
300	0.03764252822
301	0.03758158101
302	0.03753348161
303	0.03747245694
304	0.03738400823
305	0.0372662905
306	0.03722991238
307	0.03712610875
308	0.03707273724
309	0.03699159942
310	0.03690606032
311	0.03687565277
312	0.0368053783
313	0.03672193175
314	0.03665351319
315	0.03662650386
316	0.03659050631
317	0.0365207086
318	0.03648343912
319	0.03639783374
320	0.03634716651
321	0.0362630277
322	0.03619241732
323	0.03612830221
324	0.03610420291
325	0.03600276063
326	0.03595396238
327	0.03587796197
328	0.03579683733
329	0.03571629868
330	0.0356675862
331	0.03561635616
332	0.03554265836
333	0.03546107594
334	0.03539649215
335	0.03535665313
336	0.03524851099
337	0.03519827079
338	0.03517224988
339	0.03511616912
340	0.03508292535
341	0.03505128867
342	0.03496245057
343	0.03492514712
344	0.03489909507
345	0.03482595937
346	0.03479766088
347	0.0347571176
348	0.03471276019
349	0.03464187454
350	0.0345822375
351	0.03450027357
352	0.03446719562
353	0.03443512409
354	0.03436871922
355	0.03429354417
356	0.03419949853
357	0.03412764731
358	0.03405935158
359	0.03398861754
360	0.0338998638
361	0.03384901274
362	0.03377126447
363	0.03375104335
364	0.03370890385
365	0.03369175506
366	0.03361600588
367	0.0335594509
368	0.0334999826
369	0.03341763533
370	0.03338848923
371	0.03329581905
372	0.03320884277
373	0.03315399368
374	0.03310315159
375	0.03302825117
376	0.03295715752
377	0.03293958639
378	0.03291672405
379	0.0328705459
380	0.03278516456
381	0.03274844668
382	0.03270954039
383	0.03263038872
384	0.03260970436
385	0.03251837182
386	0.03250427393
387	0.03242222435
388	0.03238515202
389	0.03230660201
390	0.03224802552
391	0.03217757381
392	0.03211957966
393	0.0320986031
394	0.03202535474
395	0.03194373047
396	0.03190329161
397	0.03185988238
398	0.03181695929
399	0.03177540782
400	0.03168894075
401	0.03160803778
402	0.03154375464
403	0.03147547646
404	0.03143333058
405	0.03136185157
406	0.03128328016
407	0.03121082701
408	0.03113768295
409	0.03112057707
410	0.03105533987
411	0.03096370424
412	0.03095243059
413	0.03092707
414	0.03086092865
415	0.03084780236
416	0.03076706709
417	0.0307531849
418	0.03070132217
419	0.03068663323
420	0.03063734024
421	0.03055381815
422	0.03048935296
423	0.03042844232
424	0.03037228544
425	0.03032378213
426	0.03025792228
427	0.03020168432
428	0.03012786604
429	0.03004779964
430	0.02999426267
431	0.02993855479
432	0.02986928413
433	0.0298407838
434	0.02982159073
435	0.02981191487
436	0.02972674501
437	0.02967762333
438	0.02966072429
439	0.02957662279
440	0.02949682403
441	0.02947904754
442	0.02944152635
443	0.02940693589
444	0.02936280574
445	0.02929822746
446	0.02928090248
447	0.02925732059
448	0.02921752338
449	0.02921231018
450	0.02918011943
451	0.02913459584
452	0.02909723696
453	0.02906310772
454	0.02905029348
455	0.0289886195
456	0.0289617273
457	0.02891299949
458	0.02888164309
459	0.02883067267
460	0.02876816694
461	0.0287146369
462	0.02868015452
463	0.02862711117
464	0.0286109532
465	0.02858502593
466	0.02854365647
467	0.02852731262
468	0.02847914233
469	0.02846180707
470	0.02838916044
471	0.02832160302
472	0.02826092473
473	0.02822461772
474	0.02821090959
475	0.02816593191
476	0.02811923822
477	0.02811505635
478	0.02809999912
479	0.02808079218
480	0.02804959782
481	0.02800145623
482	0.02794015188
483	0.02791211488
484	0.02785631439
485	0.02783447353
486	0.02778914947
487	0.02771328216
488	0.02765850331
489	0.02760959622
490	0.02755000682
491	0.02750665915
492	0.0274843946
493	0.02740893467
494	0.02738598341
495	0.0273453901
496	0.02727135709
497	0.02722872799
498	0.02720823082
499	0.02718629243
500	0.0271391886
501	0.02708240937
502	0.02706698559
503	0.02702673246
504	0.02701554278
505	0.02698399532
506	0.02695711618
507	0.02691581317
508	0.02684948256
509	0.02682195785
510	0.02674980915
511	0.02671892698
512	0.02668983465
513	0.02666705647
514	0.02664745244
515	0.02662510643
516	0.02661335319
517	0.02660080154
518	0.0265459842
519	0.0265243526
520	0.02649467841
521	0.02644119521
522	0.02635959118
523	0.02630397724
524	0.02624154146
525	0.02623103796
526	0.0262207599
527	0.02619953373
528	0.02616995151
529	0.02610253847
530	0.0260904144
531	0.02602805595
532	0.02597901677
533	0.02591919298
534	0.02587946631
535	0.02586931273
536	0.02584909401
537	0.0258207792
538	0.02578765506
539	0.02576779797
540	0.02573175032
541	0.02569615854
542	0.02566562145
543	0.02561888077
544	0.02557002568
545	0.02553379458
546	0.02548021866
547	0.02545891726
548	0.0254072604
549	0.02536951134
550	0.02535086853
551	0.02530854329
552	0.02526374911
553	0.02522115814
554	0.02520539376
555	0.02516725306
556	0.0251581401
557	0.02509174478
558	0.02505194436
559	0.02503604005
560	0.02500370779
561	0.02495913137
562	0.02492506233
563	0.02486829832
564	0.02481634903
565	0.02480054763
566	0.0247915489
567	0.0247438638
568	0.02468122854
569	0.02464233325
570	0.02463986303
571	0.02458812919
572	0.0245694871
573	0.02452818622
574	0.02449247408
575	0.02448616655
576	0.02445458408
577	0.02441746067
578	0.02438016808
579	0.0243417618
580	0.0243244903
581	0.02428996209
582	0.02423919098
583	0.02421753773
584	0.024200735
585	0.02416129621
586	0.0241277583
587	0.02409831376
588	0.02407513737
589	0.02405245087
590	0.02399475002
591	0.02398479412
592	0.02397649176
593	0.02394601386
594	0.02393217525
595	0.02389949517
596	0.02387120932
597	0.02383152839
598	0.02379827042
599	0.02374262961
600	0.02372197481
601	0.0236868929
602	0.02365363378
603	0.02362472218
604	0.02359085095
605	0.02353082433
606	0.02348748953
607	0.0234400693
608	0.0233878485
609	0.02335807618
610	0.02330903625
611	0.02329352643
612	0.02325153409
613	0.02320638494
614	0.02319708905
615	0.02316315021
616	0.02312381182
617	0.02310617886
618	0.02309305511
619	0.0230447289
620	0.02300385125
621	0.02294514289
622	0.02288797726
623	0.02286662468
624	0.02284056619
625	0.02277884515
626	0.02276909414
627	0.02272779224
628	0.02269735378
629	0.02265628179
630	0.0226398094
631	0.02258369271
632	0.0225599823
633	0.02255140763
634	0.02251506052
635	0.02250457645
636	0.02244636075
637	0.02239354606
638	0.02237919615
639	0.02233346735
640	0.0222844481
641	0.02226005117
642	0.02221871774
643	0.02220957328
644	0.02217831556
645	0.02213342421
646	0.02211077101
647	0.0220763096
648	0.02204113525
649	0.02203366926
650	0.02201098525
651	0.02198822048
652	0.02195789337
653	0.02195234134
654	0.02194070115
655	0.02191558079
656	0.02187663664
657	0.02184511142
658	0.02181687161
659	0.021781776
660	0.02175132994
661	0.02174732064
662	0.02172775043
663	0.02168806957
664	0.02165786644
665	0.02161927555
666	0.02156427205
667	0.02153425984
668	0.02150730213
669	0.02146347968
670	0.02144064793
671	0.02141894176
672	0.02138183226
673	0.02135132442
674	0.02132275184
675	0.02129210961
676	0.02125856152
677	0.02122633162
678	0.0212101952
679	0.02118488226
680	0.02115861428
681	0.02113095087
682	0.02110798934
683	0.02109611106
684	0.02105965305
685	0.02103286465
686	0.02100673761
687	0.02098859881
688	0.02095052859
689	0.02093099481
690	0.0209149475
691	0.02089933105
692	0.02084351284
693	0.02079352761
694	0.02078860119
695	0.02074469049
696	0.02071978893
697	0.02069826536
698	0.02067398592
699	0.02064307865
700	0.02061230409
701	0.02056047022
702	0.02052921172
703	0.02052113418
704	0.02051775235
705	0.02049604408
706	0.02046109905
707	0.0204182313
708	0.02038799724
709	0.02038134898
710	0.02037592982
711	0.02036938439
712	0.02032722728
713	0.02031036254
714	0.02028470746
715	0.02024073392
716	0.02022338948
717	0.02020102475
718	0.02018114374
719	0.02017619451
720	0.02014960186
721	0.02011480674
722	0.02008001921
723	0.02007566849
724	0.02005507714
725	0.02004024634
726	0.02000721266
727	0.01998489602
728	0.01994816429
729	0.0199163809
730	0.01989092505
731	0.01988481874
732	0.01985533009
733	0.01981714009
734	0.01981394718
735	0.01978565418
736	0.01978100265
737	0.01977839483
738	0.01976626408
739	0.01973800406
740	0.01968991081
741	0.01965126944
742	0.01963398085
743	0.0196056686
744	0.01957741478
745	0.01954354084
746	0.01950733853
747	0.01946824994
748	0.01946415647
749	0.01942181883
750	0.01941582717
751	0.01936999255
752	0.01933905708
753	0.01930772958
754	0.019280425
755	0.01926246022
756	0.01922900511
757	0.01919640579
758	0.01916386899
759	0.01913984439
760	0.01912763781
761	0.01909633572
762	0.01905729449
763	0.01904647658
764	0.01902198866
765	0.0189943315
766	0.01896047641
767	0.0189271482
768	0.01889152462
769	0.01887101537
770	0.01886312782
771	0.01882363364
772	0.01879814921
773	0.0187910576
774	0.01876208877
775	0.0187402119
776	0.01871577345
777	0.01870028269
778	0.01869544923
779	0.01869221483
780	0.01867519379
781	0.01864836723
782	0.01864427975
783	0.01861236316
784	0.01860849752
785	0.01858189964
786	0.01857016452
787	0.01855533109
788	0.01852394187
789	0.01851787622
790	0.01849713017
791	0.0184715478
792	0.01846940732
793	0.01846544345
794	0.01845213418
795	0.01841955198
796	0.0183917728
797	0.01837077643
798	0.01834468333
799	0.01831877053
800	0.01829190083
801	0.0182773913
802	0.01824569375
803	0.01824213315
804	0.01821943779
805	0.01818878026
806	0.01815910021
807	0.01812235423
808	0.01809098114
809	0.01806342904
810	0.01803902424
811	0.0180324592
812	0.01802966929
813	0.01800503228
814	0.01797947787
815	0.01795070094
816	0.0179289315
817	0.01790844711
818	0.01790575145
819	0.01787303366
820	0.01785021873
821	0.01783901657
822	0.01783572548
823	0.01781211094
824	0.01778526667
825	0.01776104464
826	0.01773313174
827	0.01772135424
828	0.01768864766
829	0.01765157246
830	0.0176394237
831	0.01761300569
832	0.01760002999
833	0.01758441342
834	0.01757998362
835	0.01755635606
836	0.01752967119
837	0.01752413895
838	0.01749555894
839	0.01746425013
840	0.01744469907
841	0.01743793211
842	0.01743490098
843	0.01741016405
844	0.01739773051
845	0.01737045131
846	0.0173582248
847	0.01733993765
848	0.01730470384
849	0.01728060061
850	0.01727303293
851	0.01725331864
852	0.01724933058
853	0.01721685246
854	0.01719383243
855	0.01716885556
856	0.01714785225
857	0.01711553103
858	0.0170938034
859	0.01708159138
860	0.01707869271
861	0.01707563088
862	0.01704351322
863	0.01701919421
864	0.01700672355
865	0.01699598135
866	0.01697366734
867	0.0169391405
868	0.01692430802
869	0.0168972062
870	0.01688116502
871	0.01686824201
872	0.01686470841
873	0.0168348263
874	0.0168115468
875	0.0167943983
876	0.01676621637
877	0.01676216467
878	0.01672756448
879	0.01669593153
880	0.01666822572
881	0.01666108352
882	0.01663951554
883	0.01661529576
884	0.01659341338
885	0.0165779319
886	0.01655695139
887	0.01653253831
888	0.01652246584
889	0.01650323986
890	0.01650049986
891	0.01646702276
892	0.01643720338
893	0.01640947058
894	0.01638581197
895	0.01635557108
896	0.01635274592
897	0.01632876559
898	0.01629851526
899	0.01627458106
900	0.01626214488
901	0.01622302745
902	0.01621944423
903	0.01619253357
904	0.01618590048
905	0.0161829727
906	0.01615039085
907	0.01614742506
908	0.01612293726
909	0.01611903125
910	0.01608952109
911	0.01604911433
912	0.01600406655
913	0.01599918765
914	0.01597646582
915	0.01595292852
916	0.01591711599
917	0.01591419066
918	0.01591097953
919	0.01590823893
920	0.01588627624
921	0.01586697022
922	0.01584384317
923	0.01584121907
924	0.0158388526
925	0.01581470079
926	0.01579067823
927	0.01577050452
928	0.0157669827
929	0.01573535803
930	0.015720878
931	0.01571798348
932	0.01570080278
933	0.01569840512
934	0.01567872742
935	0.01564734303
936	0.01563072649
937	0.01561869533
938	0.01560689627
939	0.01559541134
940	0.01559220487
941	0.0155712576
942	0.01555849512
943	0.01553748717
944	0.01553509556
945	0.0155192551
946	0.01549220395
947	0.01546969269
948	0.01545368116
949	0.01544144629
950	0.01543070045
951	0.01540273738
952	0.01537801226
953	0.01535162441
954	0.01534604375
955	0.0153163284
956	0.01529299751
957	0.01529028769
958	0.01527538671
959	0.01525053368
960	0.01524252079
961	0.01522900633
962	0.01520480272
963	0.01517950502
964	0.01517246144
965	0.01516332424
966	0.01514310363
967	0.01512162027
968	0.01511934439
969	0.01510317378
970	0.01507806242
971	0.01506383757
972	0.01503761144
973	0.01501960967
974	0.01501763879
975	0.01499569069
976	0.0149729763
977	0.01494678264
978	0.01493427653
979	0.0149114729
980	0.01489541595
981	0.01487436096
982	0.01485839654
983	0.01485565425
984	0.01483847106
985	0.0148269384
986	0.01482399878
987	0.01482169977
988	0.01479528548
989	0.01477542178
990	0.01475476402
991	0.01475271418
992	0.01474390868
993	0.01472559334
994	0.01471449561
995	0.01469763645
996	0.01468442578
997	0.01466223436
998	0.01463482034
999	0.01463373232
2664
6062
221819
997	0.008811340187
998	0.008802361472
999	0.008792069504

998	0.008411074855
999	0.008398726855
.007176897672
997	0.007159752361
998	0.007156547535
999	0.007133194231
