iter	Passed	Remaining
295	3212	7640
296	3218	7617
297	3222	7590
298	3224	7559
299	3226	7528
300	3246	7539
301	3269	7556
302	3289	7567
303	3291	7536
304	3295	7508
305	3298	7480
306	3300	7450
307	3303	7422
308	3305	7390
309	3307	7362
310	3329	7376
311	3330	7343
312	3331	7312
313	3332	7280
314	3333	7249
315	3335	7219
316	3337	7190
317	3338	7160
318	3339	7129
319	3341	7099
320	3344	7075
321	3346	7046
322	3359	7040
323	3374	7041
324	3379	7018
325	3381	6990
326	3385	6966
327	3390	6946
328	3410	6956
329	3413	6930
330	3419	6910
331	3436	6914
332	3439	6889
333	3447	6873
334	3452	6853
335	3455	6828
336	3461	6810
337	3464	6785
338	3465	6756
339	3468	6732
340	3469	6705
341	3471	6678
342	3472	6650
343	3473	6623
344	3474	6596
345	3478	6575
346	3483	6554
347	3501	6560
348	3504	6536
349	3517	6531
350	3518	6506
351	3530	6498
352	3540	6488
353	3543	6466
354	3545	6440
355	3546	6414
356	3550	6395
357	3555	6376
358	3558	6353
359	3559	6328
360	3561	6303
361	3573	6298
362	3574	6272
363	3582	6259
364	3585	6237
365	3587	6214
366	3612	6229
367	3619	6216
368	3621	6192
369	3629	6179
370	3640	6172
371	3644	6151
372	3646	6130
373	3648	6107
374	3651	6085
375	3653	6063
376	3664	6056
377	3666	6032
378	3668	6010
379	3670	5989
380	3672	5966
381	3676	5948
382	3699	5959
383	3700	5936
384	3701	5913
385	3712	5904
386	3713	5882
387	3717	5864
388	3719	5841
389	3722	5822
390	3733	5815
391	3736	5796
392	3741	5778
393	3744	5759
394	3746	5737
395	3747	5716
396	3748	5694
397	3765	5695
398	3767	5674
399	3769	5653
400	3773	5636
401	3774	5615
402	3790	5614
403	3803	5611
404	3808	5594
405	3822	5592
406	3823	5571
407	3826	5552
408	3828	5531
409	3847	5536
410	3850	5517
411	3854	5500
412	3858	5483
413	3865	5470
414	3871	5457
415	3872	5436
416	3873	5415
417	3875	5396
418	3877	5376
419	3879	5357
420	3880	5336
421	3883	5318
422	3885	5300
423	3894	5290
424	3895	5270
425	3896	5250
426	3901	5235
427	3904	5217
428	3906	5199
429	3909	5182
430	3913	5166
431	3916	5149
432	3920	5133
433	3921	5114
434	3938	5115
435	3941	5098
436	3946	5084
437	3948	5065
438	3949	5046
439	3949	5027
440	3951	5008
441	3952	4989
442	3953	4971
443	3954	4952
444	3960	4938
445	3973	4935
446	3982	4926
447	3984	4909
448	4010	4921
449	4011	4903
450	4013	4885
451	4014	4867
452	4015	4848
453	4018	4833
454	4020	4815
455	4033	4811
456	4042	4803
457	4046	4789
458	4048	4771
459	4049	4753
460	4050	4735
461	4052	4719
462	4056	4704
463	4058	4688
464	4061	4672
465	4064	4657
466	4075	4651
467	4076	4634
468	4116	4660
469	4118	4644
470	4122	4630
471	4159	4653
472	4167	4643
473	4169	4626
474	4191	4633
475	4194	4617
476	4215	4621
477	4219	4607
478	4220	4590
479	4229	4582
480	4231	4565
481	4244	4561
482	4255	4555
483	4258	4540
484	4268	4532
485	4270	4517
486	4282	4510
487	4284	4495
488	4287	4480
489	4303	4478
490	4304	4462
491	4313	4454
492	4318	4440
493	4320	4425
494	4331	4418
495	4333	4403
496	4335	4388
497	4341	4376
498	4345	4362
499	4348	4348
500	4350	4332
501	4351	4316
502	4355	4303
503	4374	4305
504	4376	4289
505	4376	4273
506	4380	4259
507	4401	4263
508	4402	4247
509	4403	4231
510	4405	4215
511	4417	4210
512	4463	4237
513	4465	4222
514	4472	4211
515	4473	4195
516	4474	4180
517	4475	4164
518	4477	4150
519	4481	4136
520	4484	4123
521	4486	4108
522	4487	4093
523	4490	4079
524	4494	4066
525	4495	4050
526	4496	4035
527	4497	4020
528	4508	4013
529	4509	3998
530	4512	3985
531	4513	3970
532	4514	3955
533	4518	3943
534	4519	3928
535	4521	3914
536	4522	3899
537	4533	3893
538	4534	3878
539	4536	3864
540	4539	3851
541	4543	3839
542	4545	3825
543	4552	3815
544	4554	3802
545	4555	3787
546	4560	3776
547	4561	3762
548	4562	3748
549	4578	3746
550	4580	3732
551	4582	3719
552	4600	3718
553	4604	3706
554	4605	3692
555	4606	3678
556	4609	3665
557	4610	3651
558	4613	3639
559	4614	3625
560	4622	3617
561	4625	3605
562	4626	3591
563	4628	3578
564	4630	3564
565	4636	3555
566	4640	3543
567	4643	3531
568	4646	3519
569	4648	3506
570	4672	3510
571	4674	3497
572	4676	3484
573	4680	3474
574	4696	3471
575	4699	3459
576	4711	3454
577	4714	3441
578	4715	3428
579	4717	3415
580	4722	3405
581	4737	3402
582	4739	3390
583	4741	3377
584	4742	3364
585	4746	3353
586	4748	3341
587	4760	3335
588	4765	3325
589	4776	3319
590	4787	3313
591	4789	3301
592	4791	3288
593	4801	3281
594	4803	3269
595	4805	3257
596	4806	3244
597	4811	3234
598	4813	3222
599	4815	3210
600	4818	3199
601	4820	3187
602	4822	3175
603	4824	3163
604	4825	3150
605	4828	3139
606	4830	3127
607	4835	3117
608	4838	3106
609	4840	3095
610	4842	3083
611	4843	3070
612	4849	3061
613	4851	3050
614	4853	3038
615	4855	3026
616	4857	3015
617	4861	3004
618	4863	2993
619	4866	2982
620	4867	2970
621	4869	2959
622	4870	2947
623	4875	2937
624	4877	2926
625	4881	2916
626	4887	2907
627	4889	2896
628	4892	2885
629	4894	2874
630	4896	2863
631	4898	2852
632	4899	2840
633	4904	2831
634	4906	2820
635	4907	2808
636	4908	2797
637	4911	2786
638	4914	2776
639	4917	2765
640	4920	2755
641	4922	2745
642	4924	2734
643	4943	2732
644	4945	2721
645	4947	2711
646	4949	2700
647	4950	2689
648	4951	2678
649	4954	2667
650	4956	2656
651	4959	2647
652	4961	2636
653	4966	2627
654	4967	2616
655	4971	2606
656	4979	2599
657	4981	2589
658	4985	2579
659	4986	2568
660	4996	2562
661	4997	2551
662	4998	2540
663	4999	2529
664	5000	2519
665	5001	2508
666	5002	2497
667	5003	2486
668	5004	2476
669	5007	2466
670	5011	2457
671	5014	2447
672	5018	2438
673	5028	2432
674	5029	2421
675	5030	2411
676	5033	2401
677	5039	2393
678	5042	2383
679	5043	2373
680	5044	2363
681	5047	2353
682	5048	2343
683	5050	2333
684	5052	2323
685	5053	2313
686	5055	2303
687	5058	2294
688	5059	2283
689	5063	2274
690	5065	2265
691	5066	2254
692	5068	2245
693	5069	2235
694	5070	2225
695	5072	2215
696	5073	2205
697	5075	2196
698	5076	2186
699	5077	2176
700	5080	2167
701	5083	2158
702	5095	2152
703	5097	2143
704	5099	2133
705	5109	2127
706	5111	2118
707	5113	2109
708	5115	2099
709	5116	2089
710	5117	2080
711	5118	2070
712	5119	2060
713	5120	2050
714	5121	2041
715	5123	2032
716	5125	2022
717	5125	2013
718	5126	2003
719	5127	1994
720	5128	1984
721	5129	1975
722	5130	1965
723	5133	1956
724	5139	1949
725	5142	1940
726	5145	1932
727	5149	1923
728	5150	1914
729	5164	1910
730	5165	1900
731	5169	1892
732	5182	1887
733	5183	1878
734	5185	1869
735	5187	1860
736	5188	1851
737	5189	1842
738	5190	1833
739	5194	1825
740	5197	1816
741	5198	1807
742	5200	1798
743	5201	1789
744	5205	1781
745	5207	1773
746	5209	1764
747	5211	1755
748	5212	1746
749	5214	1738
750	5217	1729
751	5219	1721
752	5221	1712
753	5228	1705
754	5230	1697
755	5231	1688
756	5233	1679
757	5233	1671
758	5236	1662
759	5238	1654
760	5239	1645
761	5240	1636
762	5241	1628
763	5246	1620
764	5248	1612
765	5249	1603
766	5251	1595
767	5252	1586
768	5254	1578
769	5256	1570
770	5257	1561
771	5258	1553
772	5260	1544
773	5261	1536
774	5262	1527
775	5266	1520
776	5273	1513
777	5279	1506
778	5281	1498
779	5282	1489
780	5283	1481
781	5284	1473
782	5286	1464
783	5289	1457
784	5290	1449
785	5293	1441
786	5294	1432
787	5295	1424
788	5299	1417
789	5300	1408
790	5301	1400
791	5303	1392
792	5305	1384
793	5306	1376
794	5307	1368
795	5309	1360
796	5311	1352
797	5315	1345
798	5317	1337
799	5320	1330
800	5322	1322
801	5324	1314
802	5326	1306
803	5328	1298
804	5330	1291
805	5331	1283
806	5332	1275
807	5333	1267
808	5338	1260
809	5339	1252
810	5340	1244
811	5342	1236
812	5343	1229
813	5344	1221
814	5344	1213
815	5346	1205
816	5347	1197
817	5349	1190
818	5357	1184
819	5360	1176
820	5362	1169
821	5364	1161
822	5366	1154
823	5369	1146
824	5370	1139
825	5371	1131
826	5373	1123
827	5374	1116
828	5378	1109
829	5380	1102
830	5381	1094
831	5383	1087
832	5385	1079
833	5387	1072
834	5389	1065
835	5390	1057
836	5392	1050
837	5393	1042
838	5394	1035
839	5397	1028
840	5400	1021
841	5402	1013
842	5403	1006
843	5407	999
844	5409	992
845	5410	984
846	5411	977
847	5413	970
848	5415	963
849	5416	955
850	5421	949
851	5421	941
852	5422	934
853	5424	927
854	5425	920
855	5427	912
856	5428	905
857	5429	898
858	5430	891
859	5432	884
860	5434	877
861	5435	870
862	5438	863
863	5440	856
864	5441	849
865	5442	842
866	5443	835
867	5444	827
868	5445	820
869	5447	813
870	5448	806
871	5449	799
872	5450	792
873	5451	785
874	5452	778
875	5453	772
876	5455	765
877	5458	758
878	5459	751
879	5461	744
880	5462	737
881	5463	730
882	5464	724
883	5466	717
884	5467	710
885	5469	703
886	5470	696
887	5471	690
888	5473	683
889	5480	677
890	5493	671
891	5494	665
892	5495	658
893	5496	651
894	5497	644
895	5498	638
896	5499	631
897	5501	624
898	5502	618
899	5506	611
900	5507	605
901	5508	598
902	5509	591
903	5510	585
904	5517	579
905	5517	572
906	5518	565
907	5519	559
908	5520	552
909	5521	546
910	5526	539
911	5526	533
912	5527	526
913	5528	520
914	5528	513
915	5529	507
916	5530	500
917	5530	494
918	5531	487
919	5532	481
920	5533	474
921	5537	468
922	5538	462
923	5539	455
924	5539	449
925	5540	442
926	5541	436
927	5542	429
928	5542	423
929	5543	417
930	5545	411
931	5546	404
932	5547	398
933	5548	392
934	5548	385
935	5549	379
936	5550	373
937	5550	366
938	5551	360
939	5552	354
940	5554	348
941	5555	342
942	5556	335
943	5556	329
944	5557	323
945	5558	317
946	5559	311
947	5561	305
948	5561	298
949	5563	292
950	5564	286
951	5565	280
952	5565	274
953	5566	268
954	5567	262
955	5568	256
956	5568	250
957	5569	244
958	5570	238
959	5570	232
960	5571	226
961	5575	220
962	5576	214
963	5576	208
964	5577	202
965	5578	196
966	5578	190
967	5579	184
968	5580	178
969	5580	172
970	5581	166
971	5582	160
972	5583	154
973	5584	149
974	5585	143
975	5586	137
976	5586	131
977	5587	125
978	5588	119
979	5589	114
980	5589	108
981	5590	102
982	5591	96
983	5592	90
984	5594	85
985	5595	79
986	5596	73
987	5596	67
988	5597	62
989	5598	56
990	5598	50
991	5599	45
992	5600	39
993	5600	33
994	5601	28
995	5602	22
996	5603	16
997	5604	11
998	5604	5
999	5605	0
7315	103
986	7316	96
987	7317	88
988	7318	81
989	7319	73
990	7321	66
991	7323	59
992	7325	51
993	7326	44
994	7327	36
995	7328	29
996	7330	22
997	7331	14
998	7333	7
999	7335	0
75	106
991	11677	94
992	11678	82
993	11680	70
994	11709	58
995	11711	47
996	11713	35
997	11741	23
998	11743	11
999	11744	0
